country_code,country_name,year,value,is_projection,indicator_code,indicator_description
ARG,Argentina,2008,4.057,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2009,-5.919,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2010,10.125,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2011,6.004,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2012,-1.026,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2013,2.405,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2014,-2.513,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2015,2.731,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2016,-2.08,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2017,2.819,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2018,-2.617,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2019,-2.001,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2020,-9.9,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2021,10.442,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2022,6.021,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2023,-1.856,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2024,-1.343,False,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2025,4.465,True,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2026,3.99,True,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2027,3.97,True,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2028,3.846,True,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2029,3.621,True,NGDP_RPCH,Crecimiento real del PIB (%)
ARG,Argentina,2030,3.207,True,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1980,5.013,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1981,0.214,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1982,-7.551,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1983,6.076,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1984,11.332,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1985,-1.419,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1986,7.275,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1987,21.997,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1988,10.861,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1989,15.474,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1990,11.209,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1991,11.779,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1992,12.736,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1993,6.138,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1994,-0.02,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1995,0.732,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1996,1.105,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1997,4.235,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1998,3.893,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,1999,9.423,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2000,12.241,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2001,4.994,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2002,5.399,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2003,9.665,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2004,4.781,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2005,2.219,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2006,4.511,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2007,3.339,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2008,-1.627,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2009,-0.447,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2010,1.417,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2011,-0.13,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2012,3.944,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2013,4.066,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2014,3.892,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2015,2.76,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2016,-0.019,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2017,-1.833,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2018,0.822,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2019,4.257,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2020,-13.523,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2021,17.99,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2022,9.251,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2023,0.5,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2024,3.505,False,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2025,1.489,True,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2026,2.444,True,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2027,2.165,True,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2028,2.083,True,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2029,1.999,True,NGDP_RPCH,Crecimiento real del PIB (%)
BLZ,Belice,2030,2.0,True,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1980,0.61,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1981,0.3,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1982,-3.939,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1983,-4.042,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1984,-0.201,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1985,-1.676,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1986,-2.574,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1987,2.463,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1988,2.91,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1989,3.79,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1990,4.636,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1991,5.267,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1992,1.646,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1993,4.269,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1994,4.667,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1995,4.678,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1996,4.361,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1997,4.954,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1998,5.029,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,1999,0.427,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2000,2.508,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2001,1.684,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2002,2.486,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2003,2.711,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2004,4.173,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2005,4.421,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2006,4.797,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2007,4.564,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2008,6.148,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2009,3.357,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2010,4.127,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2011,5.204,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2012,5.122,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2013,6.796,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2014,5.461,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2015,4.857,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2016,4.264,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2017,4.195,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2018,4.224,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2019,2.217,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2020,-8.738,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2021,6.111,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2022,3.606,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2023,3.082,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2024,0.729,False,NGDP_RPCH,Crecimiento real del PIB (%)
BOL,Bolivia,2025,0.6,True,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1980,9.19,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1981,-4.4,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1982,0.596,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1983,-3.4,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1984,5.307,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1985,7.901,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1986,7.544,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1987,3.601,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1988,0.264,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1989,3.2,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1990,-4.168,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1991,1.031,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1992,-0.467,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1993,4.665,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1994,5.334,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1995,4.417,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1996,2.209,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1997,3.395,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1998,0.338,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,1999,0.468,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2000,4.388,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2001,1.39,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2002,3.053,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2003,1.141,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2004,5.76,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2005,3.202,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2006,3.962,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2007,6.07,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2008,5.094,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2009,-0.126,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2010,7.528,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2011,3.974,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2012,1.921,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2013,3.005,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2014,0.504,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2015,-3.546,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2016,-3.276,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2017,1.323,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2018,1.784,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2019,1.221,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2020,-3.277,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2021,4.763,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2022,3.017,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2023,3.242,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2024,3.396,False,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2025,2.4,True,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2026,1.942,True,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2027,2.238,True,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2028,2.305,True,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2029,2.432,True,NGDP_RPCH,Crecimiento real del PIB (%)
BRA,Brasil,2030,2.488,True,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1980,7.945,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1981,6.212,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1982,-13.588,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1983,-2.802,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1984,5.886,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1985,1.968,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1986,5.596,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1987,6.581,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1988,7.288,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1989,10.605,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1990,3.671,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1991,7.804,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1992,11.167,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1993,6.589,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1994,5.03,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1995,8.933,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1996,4.985,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1997,7.392,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1998,4.181,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,1999,-0.274,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2000,4.972,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2001,3.154,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2002,3.203,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2003,4.723,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2004,6.674,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2005,5.837,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2006,6.05,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2007,5.168,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2008,3.789,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2009,-1.118,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2010,5.852,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2011,6.224,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2012,6.155,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2013,3.309,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2014,1.793,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2015,2.152,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2016,1.753,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2017,1.358,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2018,3.99,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2019,0.634,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2020,-6.143,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2021,11.315,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2022,2.154,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2023,0.521,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2024,2.644,False,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2025,2.515,True,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2026,2.0,True,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2027,2.278,True,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2028,2.327,True,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2029,2.316,True,NGDP_RPCH,Crecimiento real del PIB (%)
CHL,Chile,2030,2.215,True,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1980,4.429,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1981,2.277,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1982,0.948,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1983,1.574,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1984,3.351,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1985,3.107,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1986,5.824,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1987,5.369,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1988,4.064,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1989,3.414,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1990,4.282,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1991,2.372,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1992,4.353,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1993,5.71,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1994,5.147,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1995,5.202,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1996,2.056,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1997,3.43,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1998,0.57,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,1999,-4.204,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2000,2.925,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2001,1.678,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2002,2.504,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2003,3.918,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2004,5.333,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2005,4.447,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2006,6.717,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2007,6.738,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2008,3.283,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2009,1.14,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2010,4.494,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2011,6.948,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2012,3.913,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2013,5.134,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2014,4.499,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2015,2.956,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2016,2.087,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2017,1.359,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2018,2.564,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2019,3.187,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2020,-7.186,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2021,10.801,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2022,7.328,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2023,0.712,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2024,1.598,False,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2025,2.523,True,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2026,2.272,True,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2027,2.5,True,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2028,2.7,True,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2029,2.86,True,NGDP_RPCH,Crecimiento real del PIB (%)
COL,Colombia,2030,2.76,True,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1980,0.752,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1981,-2.26,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1982,-7.285,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1983,2.859,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1984,8.028,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1985,0.722,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1986,5.536,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1987,4.765,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1988,3.432,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1989,5.666,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1990,3.6,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1991,2.263,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1992,9.201,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1993,7.097,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1994,4.519,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1995,4.154,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1996,1.35,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1997,5.476,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1998,7.155,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,1999,4.215,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,2000,3.869,False,NGDP_RPCH,Crecimiento real del PIB (%)
CRI,Costa Rica,2001,3.491,False,NGDP_RPCH,Crecimiento real del PIB (%)
